Country,Year,Population
Suriname,2015,559143
Suriname,2016,564888
Suriname,2017,570496
Suriname,2018,575990
Suriname,2019,581372
Suriname,2020,586632
Suriname,2021,591992
Suriname,2022,597307
Suriname,2023,602567
Suriname,2024,607756
Suriname,2025,612872
Suriname,2026,617921
Suriname,2027,622877
Suriname,2028,627739
Suriname,2029,632502
Suriname,2030,637174
Suriname,2031,641734
Suriname,2032,646181
Suriname,2033,650534
Suriname,2034,654758
Suriname,2035,658870
Suriname,2036,662872
Suriname,2037,666746
Suriname,2038,670512
Suriname,2039,674152
Suriname,2040,677689
Suriname,2041,681112
Suriname,2042,684433
Suriname,2043,687647
Suriname,2044,690754
Suriname,2045,693787
Suriname,2046,696712
Suriname,2047,699566
Suriname,2048,702329
Suriname,2049,705037
Suriname,2050,707673
Suriname,2051,710253
Suriname,2052,712777
Suriname,2053,715244
Suriname,2054,717680
Suriname,2055,720075
Suriname,2056,722440
Suriname,2057,724762
Suriname,2058,727065
Suriname,2059,729328
Suriname,2060,731564
Suriname,2061,733762
Suriname,2062,735937
Suriname,2063,738086
Suriname,2064,740189
Suriname,2065,742283
Suriname,2066,744324
Suriname,2067,746335
Suriname,2068,748314
Suriname,2069,750266
Suriname,2070,752176
Suriname,2071,754058
Suriname,2072,755902
Suriname,2073,757728
Suriname,2074,759521
Suriname,2075,761284
Suriname,2076,763034
Suriname,2077,764756
Suriname,2078,766470
Suriname,2079,768164
Suriname,2080,769848
Suriname,2081,771523
Suriname,2082,773192
Suriname,2083,774854
Suriname,2084,776516
Suriname,2085,778176
Suriname,2086,779844
Suriname,2087,781506
Suriname,2088,783182
Suriname,2089,784848
Suriname,2090,786520
Suriname,2091,788204
Suriname,2092,789885
Suriname,2093,791575
Suriname,2094,793266
Suriname,2095,794966
Suriname,2096,796664
Suriname,2097,798369
Suriname,2098,800074
Suriname,2099,801779
Suriname,2100,803476
Trinidad and Tobago,1950,645635
Trinidad and Tobago,1951,658749
Trinidad and Tobago,1952,675589
Trinidad and Tobago,1953,695243
Trinidad and Tobago,1954,716883
Trinidad and Tobago,1955,739709
Trinidad and Tobago,1956,762979
Trinidad and Tobago,1957,786033
Trinidad and Tobago,1958,808233
Trinidad and Tobago,1959,829019
Trinidad and Tobago,1960,847979
Trinidad and Tobago,1961,864818
Trinidad and Tobago,1962,879441
Trinidad and Tobago,1963,891944
Trinidad and Tobago,1964,902613
Trinidad and Tobago,1965,911737
Trinidad and Tobago,1966,919217
Trinidad and Tobago,1967,925235
Trinidad and Tobago,1968,930795
Trinidad and Tobago,1969,937186
Trinidad and Tobago,1970,945360
Trinidad and Tobago,1971,955741
Trinidad and Tobago,1972,968136
Trinidad and Tobago,1973,982010
Trinidad and Tobago,1974,996493
Trinidad and Tobago,1975,1010936
Trinidad and Tobago,1976,1025107
Trinidad and Tobago,1977,1039212
Trinidad and Tobago,1978,1053558
Trinidad and Tobago,1979,1068640
Trinidad and Tobago,1980,1084744
Trinidad and Tobago,1981,1101983
Trinidad and Tobago,1982,1120020
Trinidad and Tobago,1983,1138071
Trinidad and Tobago,1984,1155074
Trinidad and Tobago,1985,1170285
Trinidad and Tobago,1986,1183381
Trinidad and Tobago,1987,1194541
Trinidad and Tobago,1988,1204153
Trinidad and Tobago,1989,1212857
Trinidad and Tobago,1990,1221116
Trinidad and Tobago,1991,1229103
Trinidad and Tobago,1992,1236683
Trinidad and Tobago,1993,1243616
Trinidad and Tobago,1994,1249520
Trinidad and Tobago,1995,1254200
Trinidad and Tobago,1996,1257549
Trinidad and Tobago,1997,1259848
Trinidad and Tobago,1998,1261695
Trinidad and Tobago,1999,1263933
Trinidad and Tobago,2000,1267153
Trinidad and Tobago,2001,1271632
Trinidad and Tobago,2002,1277213
Trinidad and Tobago,2003,1283559
Trinidad and Tobago,2004,1290123
Trinidad and Tobago,2005,1296502
Trinidad and Tobago,2006,1302561
Trinidad and Tobago,2007,1308451
Trinidad and Tobago,2008,1314443
Trinidad and Tobago,2009,1320930
Trinidad and Tobago,2010,1328147
Trinidad and Tobago,2011,1336178
Trinidad and Tobago,2012,1344819
Trinidad and Tobago,2013,1353703
Trinidad and Tobago,2014,1362345
Trinidad and Tobago,2015,1370328
Trinidad and Tobago,2016,1377560
Trinidad and Tobago,2017,1384059
Trinidad and Tobago,2018,1389843
Trinidad and Tobago,2019,1394973
Trinidad and Tobago,2020,1399488
Trinidad and Tobago,2021,1403540
Trinidad and Tobago,2022,1406920
Trinidad and Tobago,2023,1409659
Trinidad and Tobago,2024,1411800
Trinidad and Tobago,2025,1413380
Trinidad and Tobago,2026,1414427
Trinidad and Tobago,2027,1414991
Trinidad and Tobago,2028,1415090
Trinidad and Tobago,2029,1414761
Trinidad and Tobago,2030,1414019
Trinidad and Tobago,2031,1412909
Trinidad and Tobago,2032,1411418
Trinidad and Tobago,2033,1409575
Trinidad and Tobago,2034,1407403
Trinidad and Tobago,2035,1404890
Trinidad and Tobago,2036,1402056
Trinidad and Tobago,2037,1398909
Trinidad and Tobago,2038,1395448
Trinidad and Tobago,2039,1391654
Trinidad and Tobago,2040,1387522
Trinidad and Tobago,2041,1383053
Trinidad and Tobago,2042,1378261
Trinidad and Tobago,2043,1373139
Trinidad and Tobago,2044,1367694
Trinidad and Tobago,2045,1361932
Trinidad and Tobago,2046,1355860
Trinidad and Tobago,2047,1349479
Trinidad and Tobago,2048,1342812
Trinidad and Tobago,2049,1335878
Trinidad and Tobago,2050,1328685
Trinidad and Tobago,2051,1321255
Trinidad and Tobago,2052,1313588
Trinidad and Tobago,2053,1305704
Trinidad and Tobago,2054,1297615
Trinidad and Tobago,2055,1289338
Trinidad and Tobago,2056,1280874
Trinidad and Tobago,2057,1272247
Trinidad and Tobago,2058,1263462
Trinidad and Tobago,2059,1254526
Trinidad and Tobago,2060,1245446
Trinidad and Tobago,2061,1236230
Trinidad and Tobago,2062,1226903
Trinidad and Tobago,2063,1217464
Trinidad and Tobago,2064,1207945
Trinidad and Tobago,2065,1198351
Trinidad and Tobago,2066,1188722
Trinidad and Tobago,2067,1179040
Trinidad and Tobago,2068,1169337
Trinidad and Tobago,2069,1159656
Trinidad and Tobago,2070,1150008
Trinidad and Tobago,2071,1140413
Trinidad and Tobago,2072,1130876
Trinidad and Tobago,2073,1121434
Trinidad and Tobago,2074,1112079
Trinidad and Tobago,2075,1102839
Trinidad and Tobago,2076,1093732
Trinidad and Tobago,2077,1084755
Trinidad and Tobago,2078,1075892
Trinidad and Tobago,2079,1067143
Trinidad and Tobago,2080,1058502
Trinidad and Tobago,2081,1049964
Trinidad and Tobago,2082,1041530
Trinidad and Tobago,2083,1033183
Trinidad and Tobago,2084,1024910
Trinidad and Tobago,2085,1016677
Trinidad and Tobago,2086,1008498
Trinidad and Tobago,2087,1000348
Trinidad and Tobago,2088,992233
Trinidad and Tobago,2089,984141
Trinidad and Tobago,2090,976068
Trinidad and Tobago,2091,968007
Trinidad and Tobago,2092,959965
Trinidad and Tobago,2093,951937
Trinidad and Tobago,2094,943933
Trinidad and Tobago,2095,935964
Trinidad and Tobago,2096,928027
Trinidad and Tobago,2097,920141
Trinidad and Tobago,2098,912311
Trinidad and Tobago,2099,904541
Trinidad and Tobago,2100,896838
Uruguay,1950,2238507
Uruguay,1951,2261341
Uruguay,1952,2286262
Uruguay,1953,2313213
Uruguay,1954,2342038
Uruguay,1955,2372559
Uruguay,1956,2404497
Uruguay,1957,2437493
Uruguay,1958,2471145
Uruguay,1959,2505010
Uruguay,1960,2538643
Uruguay,1961,2571681
Uruguay,1962,2603882
Uruguay,1963,2635126
Uruguay,1964,2665388
Uruguay,1965,2694536
Uruguay,1966,2722875
Uruguay,1967,2750086
Uruguay,1968,2774759
Uruguay,1969,2795042
Uruguay,1970,2809793
Uruguay,1971,2818281
Uruguay,1972,2821461
Uruguay,1973,2822117
Uruguay,1974,2824095
Uruguay,1975,2830176
Uruguay,1976,2841372
Uruguay,1977,2856958
Uruguay,1978,2875728
Uruguay,1979,2895688
Uruguay,1980,2915389
Uruguay,1981,2934613
Uruguay,1982,2953852
Uruguay,1983,2973036
Uruguay,1984,2992246
Uruguay,1985,3011519
Uruguay,1986,3030649
Uruguay,1987,3049581
Uruguay,1988,3068705
Uruguay,1989,3088595
Uruguay,1990,3109601
Uruguay,1991,3131660
Uruguay,1992,3154464
Uruguay,1993,3177745
Uruguay,1994,3201151
Uruguay,1995,3224281
Uruguay,1996,3247381
Uruguay,1997,3270164
Uruguay,1998,3291053
Uruguay,1999,3308012
Uruguay,2000,3319736
Uruguay,2001,3325473
Uruguay,2002,3326040
Uruguay,2003,3323668
Uruguay,2004,3321476
Uruguay,2005,3321803
Uruguay,2006,3325401
Uruguay,2007,3331749
Uruguay,2008,3340221
Uruguay,2009,3349676
Uruguay,2010,3359275
Uruguay,2011,3368934
Uruguay,2012,3378975
Uruguay,2013,3389443
Uruguay,2014,3400436
Uruguay,2015,3412009
Uruguay,2016,3424129
Uruguay,2017,3436641
Uruguay,2018,3449285
Uruguay,2019,3461734
Uruguay,2020,3473730
Uruguay,2021,3484776
Uruguay,2022,3495486
Uruguay,2023,3505836
Uruguay,2024,3515766
Uruguay,2025,3525285
Uruguay,2026,3534348
Uruguay,2027,3542947
Uruguay,2028,3551076
Uruguay,2029,3558718
Uruguay,2030,3565885
Uruguay,2031,3572561
Uruguay,2032,3578733
Uruguay,2033,3584397
Uruguay,2034,3589529
Uruguay,2035,3594127
Uruguay,2036,3598191
Uruguay,2037,3601726
Uruguay,2038,3604749
Uruguay,2039,3607291
Uruguay,2040,3609370
Uruguay,2041,3610995
Uruguay,2042,3612175
Uruguay,2043,3612941
Uruguay,2044,3613330
Uruguay,2045,3613374
Uruguay,2046,3613086
Uruguay,2047,3612469
Uruguay,2048,3611514
Uruguay,2049,3610224
Uruguay,2050,3608573
Uruguay,2051,3606581
Uruguay,2052,3604242
Uruguay,2053,3601570
Uruguay,2054,3598579
Uruguay,2055,3595250
Uruguay,2056,3591595
Uruguay,2057,3587631
Uruguay,2058,3583346
Uruguay,2059,3578751
Uruguay,2060,3573853
Uruguay,2061,3568663
Uruguay,2062,3563177
Uruguay,2063,3557412
Uruguay,2064,3551372
Uruguay,2065,3545076
Uruguay,2066,3538520
Uruguay,2067,3531725
Uruguay,2068,3524705
Uruguay,2069,3517459
Uruguay,2070,3510018
Uruguay,2071,3502384
Uruguay,2072,3494571
Uruguay,2073,3486607
Uruguay,2074,3478498
Uruguay,2075,3470282
Uruguay,2076,3461957
Uruguay,2077,3453541
Uruguay,2078,3445065
Uruguay,2079,3436528
Uruguay,2080,3427952
Uruguay,2081,3419359
Uruguay,2082,3410751
Uruguay,2083,3402138
Uruguay,2084,3393522
Uruguay,2085,3384916
Uruguay,2086,3376331
Uruguay,2087,3367775
Uruguay,2088,3359235
Uruguay,2089,3350744
Uruguay,2090,3342284
Uruguay,2091,3333872
Uruguay,2092,3325505
Uruguay,2093,3317168
Uruguay,2094,3308879
Uruguay,2095,3300619
Uruguay,2096,3292403
Uruguay,2097,3284206
Uruguay,2098,3276033
Uruguay,2099,3267875
Uruguay,2100,3259734
Venezuela (Bolivarian Republic of),1950,5481978
Venezuela (Bolivarian Republic of),1951,5726612
Venezuela (Bolivarian Republic of),1952,5974436
Venezuela (Bolivarian Republic of),1953,6226290
Venezuela (Bolivarian Republic of),1954,6482860
Venezuela (Bolivarian Republic of),1955,6744695
Venezuela (Bolivarian Republic of),1956,7012184
Venezuela (Bolivarian Republic of),1957,7285571
Venezuela (Bolivarian Republic of),1958,7564979
Venezuela (Bolivarian Republic of),1959,7850413
Venezuela (Bolivarian Republic of),1960,8141841
Venezuela (Bolivarian Republic of),1961,8439261
Venezuela (Bolivarian Republic of),1962,8742777
Venezuela (Bolivarian Republic of),1963,9052635
Venezuela (Bolivarian Republic of),1964,9369096
Venezuela (Bolivarian Republic of),1965,9692278
Venezuela (Bolivarian Republic of),1966,10022592
Venezuela (Bolivarian Republic of),1967,10359745
Venezuela (Bolivarian Republic of),1968,10702291
Venezuela (Bolivarian Republic of),1969,11048262
Venezuela (Bolivarian Republic of),1970,11396393
Venezuela (Bolivarian Republic of),1971,11745945
Venezuela (Bolivarian Republic of),1972,12097694
Venezuela (Bolivarian Republic of),1973,12453718
Venezuela (Bolivarian Republic of),1974,12816955
Venezuela (Bolivarian Republic of),1975,13189509
Venezuela (Bolivarian Republic of),1976,13572208
Venezuela (Bolivarian Republic of),1977,13964379
Venezuela (Bolivarian Republic of),1978,14364727
Venezuela (Bolivarian Republic of),1979,14771271
Venezuela (Bolivarian Republic of),1980,15182611
Venezuela (Bolivarian Republic of),1981,15597886
Venezuela (Bolivarian Republic of),1982,16017573
Venezuela (Bolivarian Republic of),1983,16443134
Venezuela (Bolivarian Republic of),1984,16876703
Venezuela (Bolivarian Republic of),1985,17319520
Venezuela (Bolivarian Republic of),1986,17772001
Venezuela (Bolivarian Republic of),1987,18232730
Venezuela (Bolivarian Republic of),1988,18698847
Venezuela (Bolivarian Republic of),1989,19166471
Venezuela (Bolivarian Republic of),1990,19632665
Venezuela (Bolivarian Republic of),1991,20096317
Venezuela (Bolivarian Republic of),1992,20557683
Venezuela (Bolivarian Republic of),1993,21016901
Venezuela (Bolivarian Republic of),1994,21474549
Venezuela (Bolivarian Republic of),1995,21931084
Venezuela (Bolivarian Republic of),1996,22385650
Venezuela (Bolivarian Republic of),1997,22837743
Venezuela (Bolivarian Republic of),1998,23288564
Venezuela (Bolivarian Republic of),1999,23739841
Venezuela (Bolivarian Republic of),2000,24192446
Venezuela (Bolivarian Republic of),2001,24646472
Venezuela (Bolivarian Republic of),2002,25100408
Venezuela (Bolivarian Republic of),2003,25551624
Venezuela (Bolivarian Republic of),2004,25996594
Venezuela (Bolivarian Republic of),2005,26432447
Venezuela (Bolivarian Republic of),2006,26850194
Venezuela (Bolivarian Republic of),2007,27247610
Venezuela (Bolivarian Republic of),2008,27635832
Venezuela (Bolivarian Republic of),2009,28031009
Venezuela (Bolivarian Republic of),2010,28439940
Venezuela (Bolivarian Republic of),2011,28887874
Venezuela (Bolivarian Republic of),2012,29360837
Venezuela (Bolivarian Republic of),2013,29781040
Venezuela (Bolivarian Republic of),2014,30042968
Venezuela (Bolivarian Republic of),2015,30081829
Venezuela (Bolivarian Republic of),2016,29851255
Venezuela (Bolivarian Republic of),2017,29402484
Venezuela (Bolivarian Republic of),2018,28887118
Venezuela (Bolivarian Republic of),2019,28515829
Venezuela (Bolivarian Republic of),2020,28435940
Venezuela (Bolivarian Republic of),2021,29147049
Venezuela (Bolivarian Republic of),2022,29812083
Venezuela (Bolivarian Republic of),2023,30436981
Venezuela (Bolivarian Republic of),2024,31026077
Venezuela (Bolivarian Republic of),2025,31582083
Venezuela (Bolivarian Republic of),2026,32106048
Venezuela (Bolivarian Republic of),2027,32597397
Venezuela (Bolivarian Republic of),2028,33054240
Venezuela (Bolivarian Republic of),2029,33473873
Venezuela (Bolivarian Republic of),2030,33854214
Venezuela (Bolivarian Republic of),2031,34195370
Venezuela (Bolivarian Republic of),2032,34500987
Venezuela (Bolivarian Republic of),2033,34778851
Venezuela (Bolivarian Republic of),2034,35039192
Venezuela (Bolivarian Republic of),2035,35289887
Venezuela (Bolivarian Republic of),2036,35534474
Venezuela (Bolivarian Republic of),2037,35772825
Venezuela (Bolivarian Republic of),2038,36004605
Venezuela (Bolivarian Republic of),2039,36228052
Venezuela (Bolivarian Republic of),2040,36442041
Venezuela (Bolivarian Republic of),2041,36647486
Venezuela (Bolivarian Republic of),2042,36846177
Venezuela (Bolivarian Republic of),2043,37038778
Venezuela (Bolivarian Republic of),2044,37225946
Venezuela (Bolivarian Republic of),2045,37408224
Venezuela (Bolivarian Republic of),2046,37586090
Venezuela (Bolivarian Republic of),2047,37759852
Venezuela (Bolivarian Republic of),2048,37929681
Venezuela (Bolivarian Republic of),2049,38095631
Venezuela (Bolivarian Republic of),2050,38257778
Venezuela (Bolivarian Republic of),2051,38416297
Venezuela (Bolivarian Republic of),2052,38571365
Venezuela (Bolivarian Republic of),2053,38723014
Venezuela (Bolivarian Republic of),2054,38871230
Venezuela (Bolivarian Republic of),2055,39015979
Venezuela (Bolivarian Republic of),2056,39157341
Venezuela (Bolivarian Republic of),2057,39295350
Venezuela (Bolivarian Republic of),2058,39429949
Venezuela (Bolivarian Republic of),2059,39561009
Venezuela (Bolivarian Republic of),2060,39688464
Venezuela (Bolivarian Republic of),2061,39812338
Venezuela (Bolivarian Republic of),2062,39932692
Venezuela (Bolivarian Republic of),2063,40049513
Venezuela (Bolivarian Republic of),2064,40162806
Venezuela (Bolivarian Republic of),2065,40272578
Venezuela (Bolivarian Republic of),2066,40378913
Venezuela (Bolivarian Republic of),2067,40481925
Venezuela (Bolivarian Republic of),2068,40581747
Venezuela (Bolivarian Republic of),2069,40678548
Venezuela (Bolivarian Republic of),2070,40772488
Venezuela (Bolivarian Republic of),2071,40863727
Venezuela (Bolivarian Republic of),2072,40952442
Venezuela (Bolivarian Republic of),2073,41038853
Venezuela (Bolivarian Republic of),2074,41123230
Venezuela (Bolivarian Republic of),2075,41205829
Venezuela (Bolivarian Republic of),2076,41286820
Venezuela (Bolivarian Republic of),2077,41366404
Venezuela (Bolivarian Republic of),2078,41444854
Venezuela (Bolivarian Republic of),2079,41522479
Venezuela (Bolivarian Republic of),2080,41599534
Venezuela (Bolivarian Republic of),2081,41676214
Venezuela (Bolivarian Republic of),2082,41752636
Venezuela (Bolivarian Republic of),2083,41828976
Venezuela (Bolivarian Republic of),2084,41905361
Venezuela (Bolivarian Republic of),2085,41981925
Venezuela (Bolivarian Republic of),2086,42058761
Venezuela (Bolivarian Republic of),2087,42135951
Venezuela (Bolivarian Republic of),2088,42213553
Venezuela (Bolivarian Republic of),2089,42291599
Venezuela (Bolivarian Republic of),2090,42370102
Venezuela (Bolivarian Republic of),2091,42449071
Venezuela (Bolivarian Republic of),2092,42528508
Venezuela (Bolivarian Republic of),2093,42608412
Venezuela (Bolivarian Republic of),2094,42688737
Venezuela (Bolivarian Republic of),2095,42769456
Venezuela (Bolivarian Republic of),2096,42850489
Venezuela (Bolivarian Republic of),2097,42931753
Venezuela (Bolivarian Republic of),2098,43013151
Venezuela (Bolivarian Republic of),2099,43094533
Venezuela (Bolivarian Republic of),2100,43175766
